card_id,card_name,card_category,detail,new_column,split_detail
163.0,#ing+(샵핑플러스)카드,소매,"전국 주요 쇼핑업종, 모든 해외가맹점 청구할인 7% 할인(월5천원~5만원)
- 전월이용실적에 따른 할인한도
  * 전월이용실적 30만원 이상시 : 할인율 7%, 할인한도 5천원
  * 전월이용실적 50만원 이상시 : 할인율 7%, 할인한도 1만5천원  
  * 전월이용실적 100만원 이상시 : 할인율 7%, 할인한도 2만5천원
  * 전월이용실적 200만원 이상시 : 할인율 7%, 할인한도 5만원
- 대상업종
  *  전국 모든 백화점 / 대형마트 / 가전제품점 / 면세점 / 슈퍼 / 편의점 / 농협판매장(하나로클럽·마트, 신토불이 매장)
  * 국내 모든 온라인 전자상거래 업종
  * 모든 해외 업종 (온-오프라인 전체)
- 업종 할인은 NH농협카드 가맹점분류상 해당 업종 이용액에 한해 제공
- 할인서비스는 3만원 이상 이용 건에 한해 제공
- 전월 실적 산정 시 할인대상 업종 이용액은 50%만 반영
- 통합 할인 한도 내 할인혜택(쇼핑업종, 해외 가맹점) 제공, 할인 횟수 제한없음
- 해외 가맹점이용시 이용일자는 현지거래일자 기준으로 적용되어 실제 국내이용일자와 상이할 수 있음

서비스 이용조건
- 전월실적은 해당카드로 전월(1일~말일) 국내·외 가맹점 이용금액을 의미합니다.
  * 해외이용액은 매출표 접수일 기준으로 적용됩니다.(월말 이용 시 익월에 접수되는 경우가 있음)
  * 교통카드 이용금액 및 통신료 자동이체 금액은 매출표 접수일 기준으로 해당월 이용금액에 합산 적용됩니다.
  * 교통카드 이용대금은 당월 이용금액이 다음달 이용실적에 반영됩니다.
  * 상품권, 기프트카드, 대학등록금, 제세공과금(국세, 지방세, 우체국 우편요금) 이용 금액은 제외됩니다.
  * 매출취소 발생시 취소 매출표 접수월 이용실적에서 차감됩니다.
- 최초 발급시 카드 사용등록일로부터 다음 달 말일까지는 전월실적 미달시에도 서비스가 제공됩니다.
  * 단, 전월실적에 따라 할인한도가 달라지는 쇼핑업종 할인 서비스의 경우 신용카드는 5천원 한도내 서비스가 제공됩니다.
- 가족카드의 경우 본인카드 이용실적과 합산되지 않으며, 카드별 이용실적을 각각 체크하여 서비스가 제공됩니다.
- 카드서비스 적용은 NH농협카드 가맹점 분류상 해당 가맹점ㆍ업종 이용액에 한합니다.",,"['전국 주요 쇼핑업종, 모든 해외가맹점 청구할인 7% 할인(월5천원~5만원)', '- 전월이용실적에 따른 할인한도', '  * 전월이용실적 30만원 이상시 : 할인율 7%, 할인한도 5천원', '  * 전월이용실적 50만원 이상시 : 할인율 7%, 할인한도 1만5천원  ', '  * 전월이용실적 100만원 이상시 : 할인율 7%, 할인한도 2만5천원', '  * 전월이용실적 200만원 이상시 : 할인율 7%, 할인한도 5만원', '- 대상업종', '  *  전국 모든 백화점 / 대형마트 / 가전제품점 / 면세점 / 슈퍼 / 편의점 / 농협판매장(하나로클럽·마트, 신토불이 매장)', '  * 국내 모든 온라인 전자상거래 업종', '  * 모든 해외 업종 (온-오프라인 전체)', '- 업종 할인은 NH농협카드 가맹점분류상 해당 업종 이용액에 한해 제공', '- 할인서비스는 3만원 이상 이용 건에 한해 제공', '- 전월 실적 산정 시 할인대상 업종 이용액은 50%만 반영', '- 통합 할인 한도 내 할인혜택(쇼핑업종, 해외 가맹점) 제공, 할인 횟수 제한없음', '- 해외 가맹점이용시 이용일자는 현지거래일자 기준으로 적용되어 실제 국내이용일자와 상이할 수 있음', '', '서비스 이용조건', '- 전월실적은 해당카드로 전월(1일~말일) 국내·외 가맹점 이용금액을 의미합니다.', '  * 해외이용액은 매출표 접수일 기준으로 적용됩니다.(월말 이용 시 익월에 접수되는 경우가 있음)', '  * 교통카드 이용금액 및 통신료 자동이체 금액은 매출표 접수일 기준으로 해당월 이용금액에 합산 적용됩니다.', '  * 교통카드 이용대금은 당월 이용금액이 다음달 이용실적에 반영됩니다.', '  * 상품권, 기프트카드, 대학등록금, 제세공과금(국세, 지방세, 우체국 우편요금) 이용 금액은 제외됩니다.', '  * 매출취소 발생시 취소 매출표 접수월 이용실적에서 차감됩니다.', '- 최초 발급시 카드 사용등록일로부터 다음 달 말일까지는 전월실적 미달시에도 서비스가 제공됩니다.', '  * 단, 전월실적에 따라 할인한도가 달라지는 쇼핑업종 할인 서비스의 경우 신용카드는 5천원 한도내 서비스가 제공됩니다.', '- 가족카드의 경우 본인카드 이용실적과 합산되지 않으며, 카드별 이용실적을 각각 체크하여 서비스가 제공됩니다.', '- 카드서비스 적용은 NH농협카드 가맹점 분류상 해당 가맹점ㆍ업종 이용액에 한합니다.']"
163.0,#ing+(샵핑플러스)카드,음식,"전월실적 100만원 이상 고객 대상 월 1회 제공
- 커피전문점 월 최초 이용건 1건에 한해 4천원 청구할인
- 4천원 미만 이용시 전액 청구 할인
- 대상 커피전문점 : 스타벅스(사이렌오더 포함), 카페베네, 커피빈, 탐앤탐스
- 상품권, 기프트카드 구입/충전 제외

서비스 이용조건
- 전월실적은 해당카드로 전월(1일~말일) 국내·외 가맹점 이용금액을 의미합니다.
  * 해외이용액은 매출표 접수일 기준으로 적용됩니다.(월말 이용 시 익월에 접수되는 경우가 있음)
  * 교통카드 이용금액 및 통신료 자동이체 금액은 매출표 접수일 기준으로 해당월 이용금액에 합산 적용됩니다.
  * 교통카드 이용대금은 당월 이용금액이 다음달 이용실적에 반영됩니다.
  * 상품권, 기프트카드, 대학등록금, 제세공과금(국세, 지방세, 우체국 우편요금) 이용 금액은 제외됩니다.
  * 매출취소 발생시 취소 매출표 접수월 이용실적에서 차감됩니다.
- 최초 발급시 카드 사용등록일로부터 다음 달 말일까지는 전월실적 미달시에도 서비스가 제공됩니다.
  * 단, 전월실적에 따라 할인한도가 달라지는 쇼핑업종 할인 서비스의 경우 신용카드는 5천원 한도내 서비스가 제공됩니다.
- 가족카드의 경우 본인카드 이용실적과 합산되지 않으며, 카드별 이용실적을 각각 체크하여 서비스가 제공됩니다.
- 카드서비스 적용은 NH농협카드 가맹점 분류상 해당 가맹점ㆍ업종 이용액에 한합니다.",,"['전월실적 100만원 이상 고객 대상 월 1회 제공', '- 커피전문점 월 최초 이용건 1건에 한해 4천원 청구할인', '- 4천원 미만 이용시 전액 청구 할인', '- 대상 커피전문점 : 스타벅스(사이렌오더 포함), 카페베네, 커피빈, 탐앤탐스', '- 상품권, 기프트카드 구입/충전 제외', '', '서비스 이용조건', '- 전월실적은 해당카드로 전월(1일~말일) 국내·외 가맹점 이용금액을 의미합니다.', '  * 해외이용액은 매출표 접수일 기준으로 적용됩니다.(월말 이용 시 익월에 접수되는 경우가 있음)', '  * 교통카드 이용금액 및 통신료 자동이체 금액은 매출표 접수일 기준으로 해당월 이용금액에 합산 적용됩니다.', '  * 교통카드 이용대금은 당월 이용금액이 다음달 이용실적에 반영됩니다.', '  * 상품권, 기프트카드, 대학등록금, 제세공과금(국세, 지방세, 우체국 우편요금) 이용 금액은 제외됩니다.', '  * 매출취소 발생시 취소 매출표 접수월 이용실적에서 차감됩니다.', '- 최초 발급시 카드 사용등록일로부터 다음 달 말일까지는 전월실적 미달시에도 서비스가 제공됩니다.', '  * 단, 전월실적에 따라 할인한도가 달라지는 쇼핑업종 할인 서비스의 경우 신용카드는 5천원 한도내 서비스가 제공됩니다.', '- 가족카드의 경우 본인카드 이용실적과 합산되지 않으며, 카드별 이용실적을 각각 체크하여 서비스가 제공됩니다.', '- 카드서비스 적용은 NH농협카드 가맹점 분류상 해당 가맹점ㆍ업종 이용액에 한합니다.']"
164.0,ME+(미플러스)카드,음식,"전국 음식점 7% 청구할인(해외포함)
- 국내/외 공통 : 한식, 일식, 중식, 양식, 뷔페, 패스트푸드, 패밀리레스토랑

주요서비스 할인율 및  통합할인한도
음식점/교통/쇼핑 : 할인율 7%
커피 : 할인율 30%
- 전월실적 30만원 이상시 : 5천원 할인한도
- 전월실적 50만원 이상시 : 1만원 할인한도
- 전월실적 100만원 이상시 : 2만원 할인한도
- 전월실적 150만원 이상시 : 3만원 할인한도
- 음식점, 교통 할인은 NH농협카드 가맹점 분류상 해당 업종 이용에 한해 제공
- 전월 실적 산정 시 할인대상 가맹점 이용액은 50%만 반영
- 통합 할인 한도 내 할인혜택(음식점/교통/쇼핑/커피) 제공, 할인 횟수 제한없음
- 해외 가맹점이용시 이용일자는 현지거래일자 기준으로 적용되어 실제 국내이용일자와 상이할 수 있음",,"['전국 음식점 7% 청구할인(해외포함)', '- 국내/외 공통 : 한식, 일식, 중식, 양식, 뷔페, 패스트푸드, 패밀리레스토랑', '', '주요서비스 할인율 및  통합할인한도', '음식점/교통/쇼핑 : 할인율 7%', '커피 : 할인율 30%', '- 전월실적 30만원 이상시 : 5천원 할인한도', '- 전월실적 50만원 이상시 : 1만원 할인한도', '- 전월실적 100만원 이상시 : 2만원 할인한도', '- 전월실적 150만원 이상시 : 3만원 할인한도', '- 음식점, 교통 할인은 NH농협카드 가맹점 분류상 해당 업종 이용에 한해 제공', '- 전월 실적 산정 시 할인대상 가맹점 이용액은 50%만 반영', '- 통합 할인 한도 내 할인혜택(음식점/교통/쇼핑/커피) 제공, 할인 횟수 제한없음', '- 해외 가맹점이용시 이용일자는 현지거래일자 기준으로 적용되어 실제 국내이용일자와 상이할 수 있음']"
164.0,ME+(미플러스)카드,음식,"국내외 커피전문점 30% 청구할인
- 국내 : 스타벅스(사이렌오더 포함), 커피빈, 탐앤탐스, 카페베네
- 해외 : 스타벅스
- 상품권 구매(기프트카드 구입·충전 포함) 할인 제외

주요서비스 할인율 및  통합할인한도
음식점/교통/쇼핑 : 할인율 7%
커피 : 할인율 30%
- 전월실적 30만원 이상시 : 5천원 할인한도
- 전월실적 50만원 이상시 : 1만원 할인한도
- 전월실적 100만원 이상시 : 2만원 할인한도
- 전월실적 150만원 이상시 : 3만원 할인한도
- 음식점, 교통 할인은 NH농협카드 가맹점 분류상 해당 업종 이용에 한해 제공
- 전월 실적 산정 시 할인대상 가맹점 이용액은 50%만 반영
- 통합 할인 한도 내 할인혜택(음식점/교통/쇼핑/커피) 제공, 할인 횟수 제한없음
- 해외 가맹점이용시 이용일자는 현지거래일자 기준으로 적용되어 실제 국내이용일자와 상이할 수 있음",,"['국내외 커피전문점 30% 청구할인', '- 국내 : 스타벅스(사이렌오더 포함), 커피빈, 탐앤탐스, 카페베네', '- 해외 : 스타벅스', '- 상품권 구매(기프트카드 구입·충전 포함) 할인 제외', '', '주요서비스 할인율 및  통합할인한도', '음식점/교통/쇼핑 : 할인율 7%', '커피 : 할인율 30%', '- 전월실적 30만원 이상시 : 5천원 할인한도', '- 전월실적 50만원 이상시 : 1만원 할인한도', '- 전월실적 100만원 이상시 : 2만원 할인한도', '- 전월실적 150만원 이상시 : 3만원 할인한도', '- 음식점, 교통 할인은 NH농협카드 가맹점 분류상 해당 업종 이용에 한해 제공', '- 전월 실적 산정 시 할인대상 가맹점 이용액은 50%만 반영', '- 통합 할인 한도 내 할인혜택(음식점/교통/쇼핑/커피) 제공, 할인 횟수 제한없음', '- 해외 가맹점이용시 이용일자는 현지거래일자 기준으로 적용되어 실제 국내이용일자와 상이할 수 있음']"
176.0,부자되세요 HomeShopping카드(비씨),생활서비스,"생활 할인 서비스

패밀리레스토랑 10% 청구할인
- 아웃백, TGIF, VIPS
- 결제 건당 1만원 이상 이용 시 할인 제공

베이커리 10% 청구할인
- 파리바게트, 뚜레쥬르, 던킨도너츠, 베스킨라빈스
- 결제 건당 1만원 이상 이용 시 할인 제공

커피 10% 청구할인
- 스타벅스(사이렌오더 포함), 커피빈, 카페베네, 탐앤탐스, 투썸플레이스, 엔젤리너스, 할리스
- 결제 건당 1만원 이상 이용 시 할인 제공

영화 3,000원 청구할인
- CGV, 메가박스, 롯데시네마 (현장/온라인 예매 포함)
- 특정 제휴 사이트 링크를 통한 이용액 제외
- 결제 건당 1만원 이상 이용 시 할인 제공

생활 할인 서비스 제공 조건 안내
- 전월실적 30만원 이상: 월 1만원 통합할인한도
- 전월실적 70만원 이상: 월 2만원 통합할인한도
- 전월실적 150만원 이상: 월 3만원 통합할인한도",,"['생활 할인 서비스', '', '패밀리레스토랑 10% 청구할인', '- 아웃백, TGIF, VIPS', '- 결제 건당 1만원 이상 이용 시 할인 제공', '', '베이커리 10% 청구할인', '- 파리바게트, 뚜레쥬르, 던킨도너츠, 베스킨라빈스', '- 결제 건당 1만원 이상 이용 시 할인 제공', '', '커피 10% 청구할인', '- 스타벅스(사이렌오더 포함), 커피빈, 카페베네, 탐앤탐스, 투썸플레이스, 엔젤리너스, 할리스', '- 결제 건당 1만원 이상 이용 시 할인 제공', '', '영화 3,000원 청구할인', '- CGV, 메가박스, 롯데시네마 (현장/온라인 예매 포함)', '- 특정 제휴 사이트 링크를 통한 이용액 제외', '- 결제 건당 1만원 이상 이용 시 할인 제공', '', '생활 할인 서비스 제공 조건 안내', '- 전월실적 30만원 이상: 월 1만원 통합할인한도', '- 전월실적 70만원 이상: 월 2만원 통합할인한도', '- 전월실적 150만원 이상: 월 3만원 통합할인한도']"
177.0,NH올원 All100(올백)카드,생활서비스,"생활적립서비스 대상 가맹점 NH포인트 10% 적립
- 백화점 : 롯데, 신세계, 현대, AK, 갤러리아(인터넷몰 제외)
- 대형마트 ： 이마트, 홈플러스, 롯데마트(슈퍼마켓, 인터넷몰 제외)
- 농협판매장
  * 하나로클럽, 하나로마트, 파머스클럽, 식자재매장, 신토불이매장, 농협몰, 두레미담, 농협홍삼 체인점, 목우촌 체인점 (목우촌명가, 웰빙마을, 바베큐마을, 또래오래 등), 안성팜랜드 등
- 병원·약국·동물병원
- 대중교통(버스·지하철 후불교통이용건, 월 최대 5천점 적립)
- 택시
- 이동통신요금(SKT/KT/LGU+, 해당카드로 자동이체시 월 최대 5천점 적립)
- 영화 ： CGV
- 월 통합 적립한도
  * 전월실적 30만원 이상 시: 1만원
  * 전월실적 60만원 이상 시: 2만원
  * 전월실적 90만원 이상 시: 3만원
  * 전월실적 150만원 이상 시: 5만원

NH포인트 사용방법
- 1점 이상 시 현금처럼 사용 가능 (1점=1원)
  * 사용처: 하나로클럽·마트, 파머스클럽, NH-OIL, 농협운영주유소, 농협몰, 신토불이매장, 농협홍삼, NH여행, 두레미담, 목우촌체인점(목우촌명가, 웰빙마을, 바베큐마을, 또래오래 등), 안성팜랜드, 브랜드축산물전문점, 인삼판매장, 11번가, CGV 등
  * 농협 인터넷뱅킹에서 금융거래: 카드대금 및 연회비 선결제, 장기카드대출(카드론) 선결제 및 중도상환, SMS이용요금, CMS이체수수료, 대출원리금상환
_ 농협몰(www.nonghyupmall.com)에서 현금처럼 사용, 농촌사랑상품권·기프트카드 구입(권종 단위), 포인트 기부·양도
- 세부내용은 NH농협카드 홈페이지(card.nonghyup.com), NH농협카드 스마트앱, 고객상담센터를 통해 확인하시기 바랍니다.",,"['생활적립서비스 대상 가맹점 NH포인트 10% 적립', '- 백화점 : 롯데, 신세계, 현대, AK, 갤러리아(인터넷몰 제외)', '- 대형마트 ： 이마트, 홈플러스, 롯데마트(슈퍼마켓, 인터넷몰 제외)', '- 농협판매장', '  * 하나로클럽, 하나로마트, 파머스클럽, 식자재매장, 신토불이매장, 농협몰, 두레미담, 농협홍삼 체인점, 목우촌 체인점 (목우촌명가, 웰빙마을, 바베큐마을, 또래오래 등), 안성팜랜드 등', '- 병원·약국·동물병원', '- 대중교통(버스·지하철 후불교통이용건, 월 최대 5천점 적립)', '- 택시', '- 이동통신요금(SKT/KT/LGU+, 해당카드로 자동이체시 월 최대 5천점 적립)', '- 영화 ： CGV', '- 월 통합 적립한도', '  * 전월실적 30만원 이상 시: 1만원', '  * 전월실적 60만원 이상 시: 2만원', '  * 전월실적 90만원 이상 시: 3만원', '  * 전월실적 150만원 이상 시: 5만원', '', 'NH포인트 사용방법', '- 1점 이상 시 현금처럼 사용 가능 (1점=1원)', '  * 사용처: 하나로클럽·마트, 파머스클럽, NH-OIL, 농협운영주유소, 농협몰, 신토불이매장, 농협홍삼, NH여행, 두레미담, 목우촌체인점(목우촌명가, 웰빙마을, 바베큐마을, 또래오래 등), 안성팜랜드, 브랜드축산물전문점, 인삼판매장, 11번가, CGV 등', '  * 농협 인터넷뱅킹에서 금융거래: 카드대금 및 연회비 선결제, 장기카드대출(카드론) 선결제 및 중도상환, SMS이용요금, CMS이체수수료, 대출원리금상환', '_ 농협몰(www.nonghyupmall.com)에서 현금처럼 사용, 농촌사랑상품권·기프트카드 구입(권종 단위), 포인트 기부·양도', '- 세부내용은 NH농협카드 홈페이지(card.nonghyup.com), NH농협카드 스마트앱, 고객상담센터를 통해 확인하시기 바랍니다.']"
177.0,NH올원 All100(올백)카드,생활서비스,"보험 및 금융 서비스
- 상해보험 무료제공
  * 대중교통 이용중 상해후유장애보상(5,000만원 한도), 화상수술위로금(50만원한도)
- 농협 인터넷·모바일·스마트·텔레뱅킹 이체 수수료 월 10회 면제
  * 전월(1일~말일) 국내·외 일시불/할부 30만원 이상 시 제공(본인회원명의 계좌에 한함)",,"['보험 및 금융 서비스', '- 상해보험 무료제공', '  * 대중교통 이용중 상해후유장애보상(5,000만원 한도), 화상수술위로금(50만원한도)', '- 농협 인터넷·모바일·스마트·텔레뱅킹 이체 수수료 월 10회 면제', '  * 전월(1일~말일) 국내·외 일시불/할부 30만원 이상 시 제공(본인회원명의 계좌에 한함)']"
179.0,NH올원 Shopping&11번가카드(R2타입),소매,"R2-type(알찬서비스2)
- 대형마트/백화점/병·의원/약국/커피/베이커리/주유 5~10% 청구할인

대형마트/하나로클럽·마트 5% 청구할인
- 하나로클럽·마트/이마트/홈플러스/롯데마트

R2-type(알찬서비스2) 유의사항
- 이용 건당 2만원 이상 시 할인 제공 (커피/병·의원/약국은 1만원 이상 시 할인 제공)
- 주유 청구할인의 경우 SK주유소는 SK에너지가 통보한 휘발유 고시가 기준, 농협주유소는 한국석유공사 휘발유 고시가 기준
  * 경유 및 등유는 휘발유가 기준으로 환산 적용
- 통합 월 할인한도 내 혜택 제공, 할인횟수 제한 없음
- NH농협카드 가맹점 분류상 해당업종으로 등록된 가맹점에 한해 할인 제공
- 백화점 및 할인(아울렛)점 입점매장은 제외될 수 있으며, 상품권 구매(기프트카드 구입, 충전 포함)는 할인 제외

공통서비스+R2-type(알찬서비스2) 통합 월 할인한도
- 전월 이용금액 30만원 이상 ~ 50만원 미만 통합할인한도: 1만원
- 전월 이용금액 50만원 이상 ~ 70만원 미만 통합할인한도: 1만 5천원
- 전월 이용금액 70만원 이상 ~ 150만원 미만 통합할인한도: 2만원
- 전월 이용금액 150만원 이상 통합할인한도: 4만원
  * 전월실적 산정 시 할인대상 업종 이용액은 50% 반영
  * 무이자할부 이용액에 대해서는 할인서비스가 적용되지 않습니다. (무이자 행사 및 우수고객 서비스에 의한 무이자 지원시에도 할인 제외)
  * 특별서비스는 통합 월 할인한도에서 제외",,"['R2-type(알찬서비스2)', '- 대형마트/백화점/병·의원/약국/커피/베이커리/주유 5~10% 청구할인', '', '대형마트/하나로클럽·마트 5% 청구할인', '- 하나로클럽·마트/이마트/홈플러스/롯데마트', '', 'R2-type(알찬서비스2) 유의사항', '- 이용 건당 2만원 이상 시 할인 제공 (커피/병·의원/약국은 1만원 이상 시 할인 제공)', '- 주유 청구할인의 경우 SK주유소는 SK에너지가 통보한 휘발유 고시가 기준, 농협주유소는 한국석유공사 휘발유 고시가 기준', '  * 경유 및 등유는 휘발유가 기준으로 환산 적용', '- 통합 월 할인한도 내 혜택 제공, 할인횟수 제한 없음', '- NH농협카드 가맹점 분류상 해당업종으로 등록된 가맹점에 한해 할인 제공', '- 백화점 및 할인(아울렛)점 입점매장은 제외될 수 있으며, 상품권 구매(기프트카드 구입, 충전 포함)는 할인 제외', '', '공통서비스+R2-type(알찬서비스2) 통합 월 할인한도', '- 전월 이용금액 30만원 이상 ~ 50만원 미만 통합할인한도: 1만원', '- 전월 이용금액 50만원 이상 ~ 70만원 미만 통합할인한도: 1만 5천원', '- 전월 이용금액 70만원 이상 ~ 150만원 미만 통합할인한도: 2만원', '- 전월 이용금액 150만원 이상 통합할인한도: 4만원', '  * 전월실적 산정 시 할인대상 업종 이용액은 50% 반영', '  * 무이자할부 이용액에 대해서는 할인서비스가 적용되지 않습니다. (무이자 행사 및 우수고객 서비스에 의한 무이자 지원시에도 할인 제외)', '  * 특별서비스는 통합 월 할인한도에서 제외']"
179.0,NH올원 Shopping&11번가카드(R2타입),소매,"R2-type(알찬서비스2)
- 대형마트/백화점/병·의원/약국/커피/베이커리/주유 5~10% 청구할인

백화점 5% 청구할인
- 롯데/신세계/현대/AK/갤러리아

R2-type(알찬서비스2) 유의사항
- 이용 건당 2만원 이상 시 할인 제공 (커피/병·의원/약국은 1만원 이상 시 할인 제공)
- 주유 청구할인의 경우 SK주유소는 SK에너지가 통보한 휘발유 고시가 기준, 농협주유소는 한국석유공사 휘발유 고시가 기준
  * 경유 및 등유는 휘발유가 기준으로 환산 적용
- 통합 월 할인한도 내 혜택 제공, 할인횟수 제한 없음
- NH농협카드 가맹점 분류상 해당업종으로 등록된 가맹점에 한해 할인 제공
- 백화점 및 할인(아울렛)점 입점매장은 제외될 수 있으며, 상품권 구매(기프트카드 구입, 충전 포함)는 할인 제외

공통서비스+R2-type(알찬서비스2) 통합 월 할인한도
- 전월 이용금액 30만원 이상 ~ 50만원 미만 통합할인한도: 1만원
- 전월 이용금액 50만원 이상 ~ 70만원 미만 통합할인한도: 1만 5천원
- 전월 이용금액 70만원 이상 ~ 150만원 미만 통합할인한도: 2만원
- 전월 이용금액 150만원 이상 통합할인한도: 4만원
  * 전월실적 산정 시 할인대상 업종 이용액은 50% 반영
  * 무이자할부 이용액에 대해서는 할인서비스가 적용되지 않습니다. (무이자 행사 및 우수고객 서비스에 의한 무이자 지원시에도 할인 제외)
  * 특별서비스는 통합 월 할인한도에서 제외",,"['R2-type(알찬서비스2)', '- 대형마트/백화점/병·의원/약국/커피/베이커리/주유 5~10% 청구할인', '', '백화점 5% 청구할인', '- 롯데/신세계/현대/AK/갤러리아', '', 'R2-type(알찬서비스2) 유의사항', '- 이용 건당 2만원 이상 시 할인 제공 (커피/병·의원/약국은 1만원 이상 시 할인 제공)', '- 주유 청구할인의 경우 SK주유소는 SK에너지가 통보한 휘발유 고시가 기준, 농협주유소는 한국석유공사 휘발유 고시가 기준', '  * 경유 및 등유는 휘발유가 기준으로 환산 적용', '- 통합 월 할인한도 내 혜택 제공, 할인횟수 제한 없음', '- NH농협카드 가맹점 분류상 해당업종으로 등록된 가맹점에 한해 할인 제공', '- 백화점 및 할인(아울렛)점 입점매장은 제외될 수 있으며, 상품권 구매(기프트카드 구입, 충전 포함)는 할인 제외', '', '공통서비스+R2-type(알찬서비스2) 통합 월 할인한도', '- 전월 이용금액 30만원 이상 ~ 50만원 미만 통합할인한도: 1만원', '- 전월 이용금액 50만원 이상 ~ 70만원 미만 통합할인한도: 1만 5천원', '- 전월 이용금액 70만원 이상 ~ 150만원 미만 통합할인한도: 2만원', '- 전월 이용금액 150만원 이상 통합할인한도: 4만원', '  * 전월실적 산정 시 할인대상 업종 이용액은 50% 반영', '  * 무이자할부 이용액에 대해서는 할인서비스가 적용되지 않습니다. (무이자 행사 및 우수고객 서비스에 의한 무이자 지원시에도 할인 제외)', '  * 특별서비스는 통합 월 할인한도에서 제외']"
179.0,NH올원 Shopping&11번가카드(R2타입),생활서비스,"R2-type(알찬서비스2)
- 대형마트/백화점/병·의원/약국/커피/베이커리/주유 5~10% 청구할인

병·의원/약국 5% 청구할인
- 병원, 의원, 한의원, 약국

R2-type(알찬서비스2) 유의사항
- 이용 건당 2만원 이상 시 할인 제공 (커피/병·의원/약국은 1만원 이상 시 할인 제공)
- 주유 청구할인의 경우 SK주유소는 SK에너지가 통보한 휘발유 고시가 기준, 농협주유소는 한국석유공사 휘발유 고시가 기준
  * 경유 및 등유는 휘발유가 기준으로 환산 적용
- 통합 월 할인한도 내 혜택 제공, 할인횟수 제한 없음
- NH농협카드 가맹점 분류상 해당업종으로 등록된 가맹점에 한해 할인 제공
- 백화점 및 할인(아울렛)점 입점매장은 제외될 수 있으며, 상품권 구매(기프트카드 구입, 충전 포함)는 할인 제외

공통서비스+R2-type(알찬서비스2) 통합 월 할인한도
- 전월 이용금액 30만원 이상 ~ 50만원 미만 통합할인한도: 1만원
- 전월 이용금액 50만원 이상 ~ 70만원 미만 통합할인한도: 1만 5천원
- 전월 이용금액 70만원 이상 ~ 150만원 미만 통합할인한도: 2만원
- 전월 이용금액 150만원 이상 통합할인한도: 4만원
  * 전월실적 산정 시 할인대상 업종 이용액은 50% 반영
  * 무이자할부 이용액에 대해서는 할인서비스가 적용되지 않습니다. (무이자 행사 및 우수고객 서비스에 의한 무이자 지원시에도 할인 제외)
  * 특별서비스는 통합 월 할인한도에서 제외",,"['R2-type(알찬서비스2)', '- 대형마트/백화점/병·의원/약국/커피/베이커리/주유 5~10% 청구할인', '', '병·의원/약국 5% 청구할인', '- 병원, 의원, 한의원, 약국', '', 'R2-type(알찬서비스2) 유의사항', '- 이용 건당 2만원 이상 시 할인 제공 (커피/병·의원/약국은 1만원 이상 시 할인 제공)', '- 주유 청구할인의 경우 SK주유소는 SK에너지가 통보한 휘발유 고시가 기준, 농협주유소는 한국석유공사 휘발유 고시가 기준', '  * 경유 및 등유는 휘발유가 기준으로 환산 적용', '- 통합 월 할인한도 내 혜택 제공, 할인횟수 제한 없음', '- NH농협카드 가맹점 분류상 해당업종으로 등록된 가맹점에 한해 할인 제공', '- 백화점 및 할인(아울렛)점 입점매장은 제외될 수 있으며, 상품권 구매(기프트카드 구입, 충전 포함)는 할인 제외', '', '공통서비스+R2-type(알찬서비스2) 통합 월 할인한도', '- 전월 이용금액 30만원 이상 ~ 50만원 미만 통합할인한도: 1만원', '- 전월 이용금액 50만원 이상 ~ 70만원 미만 통합할인한도: 1만 5천원', '- 전월 이용금액 70만원 이상 ~ 150만원 미만 통합할인한도: 2만원', '- 전월 이용금액 150만원 이상 통합할인한도: 4만원', '  * 전월실적 산정 시 할인대상 업종 이용액은 50% 반영', '  * 무이자할부 이용액에 대해서는 할인서비스가 적용되지 않습니다. (무이자 행사 및 우수고객 서비스에 의한 무이자 지원시에도 할인 제외)', '  * 특별서비스는 통합 월 할인한도에서 제외']"
